ID,X_0,G_0,Y_0,S_0,Y_1,S_1,Y_2,S_2,Y_3,S_3,Y_4,S_4,Y_5,ff,A_0,A_1,A_2,A_3,A_4,A_5
208,-0.022506378,0,1,0.156952142,1,0.882194071,1,0.613494624,1,0.108338614,1,-1.64072373,1,2,1,1,1,1,1,1
209,-0.409309466,0,1,-0.469777086,1,-0.618482097,0,0.929078951,0,2.277953214,0,1.254126532,0,1,1,1,0,0,0,0
210,1.197911288,1,1,1.159204128,1,0.476883679,1,-0.586577527,1,-0.380870116,1,0.946807237,1,2,1,1,1,1,1,1
211,1.712319882,1,1,1.586606798,0,NA,0,NA,0,NA,0,NA,0,2,1,1,0,0,0,0
212,-1.167939327,0,1,-0.680230851,1,-3.194501127,0,-0.692925341,0,0.51810514,0,0.23353153,0,2,1,1,0,0,0,0
213,-0.44436023,0,1,2.021322822,0,NA,0,NA,0,NA,0,NA,0,3,1,1,0,0,0,0
214,1.14753239,1,1,-0.015843136,1,0.436524509,1,1.340142709,1,0.553704007,1,-1.072537878,1,3,1,1,1,1,1,1
215,0.053814008,0,1,-0.9360549,1,-0.231429622,1,-1.205932992,0,-0.974566423,0,-0.545725849,0,3,1,1,1,0,0,0
216,-0.281862277,0,1,-0.386295218,1,-0.133712382,1,-1.74136092,1,-1.670188745,1,-1.950792493,0,3,1,1,1,1,1,0
217,-0.385896415,0,1,-0.205426355,1,-0.38165271,1,2.2510965,0,NA,0,NA,0,1,1,1,1,0,0,0
218,0.554924212,1,1,-0.59883779,0,-1.110040929,0,-1.998629506,0,-1.818536101,0,-1.283524437,0,3,1,0,0,0,0,0
219,-0.196920632,0,1,-0.331086454,1,0.012088552,1,-0.973774273,1,-0.963140095,1,-1.67423471,1,1,1,1,1,1,1,1
220,0.157534866,1,1,0.107374776,1,-0.329786456,1,-2.593960173,1,-1.083332858,1,-0.907063789,1,2,1,1,1,1,1,1
221,2.353333625,1,1,0.222370153,1,0.972767145,1,-0.589247691,1,-0.003057212,1,1.545444387,0,1,1,1,1,1,1,1
222,1.925921566,1,1,-0.75623454,1,1.095104537,0,0.794681104,0,-1.646040962,0,-1.194106001,0,1,1,1,0,0,0,0
223,0.067056868,1,1,-0.635713961,1,0.220784849,1,0.248734123,1,-1.352453259,1,-0.384721461,1,2,1,1,1,1,1,1
224,-0.030798477,1,1,-1.501369959,1,1.434102829,0,NA,0,NA,0,NA,0,3,1,1,0,0,0,0
225,-1.783785705,0,1,-2.498366552,1,-0.835963514,1,-0.815918924,1,-1.013885371,1,-1.031530712,1,2,1,1,1,1,1,1
226,-0.843941886,1,1,-0.209071009,1,0.094964928,0,-1.240543536,0,-0.076135012,0,-1.442664801,0,2,1,1,0,0,0,0
227,-1.748401507,0,1,-2.200179718,1,-0.528045409,1,-0.333178281,0,-1.847348156,0,-1.097922925,0,2,1,1,1,0,0,0
228,1.870877097,1,1,2.397451832,0,NA,0,NA,0,NA,0,NA,0,1,1,1,0,0,0,0
229,-0.409049725,0,1,0.053668704,1,0.987537859,1,1.406019981,0,NA,0,NA,0,2,1,1,1,1,0,0
230,-0.280257443,0,1,2.134239324,0,NA,0,NA,0,NA,0,NA,0,1,1,1,0,0,0,0
231,0.994284777,0,1,0.335833667,1,0.898586847,1,-0.323808805,1,1.593553427,0,NA,0,3,1,1,1,1,1,0
232,-1.112437167,0,1,1.112502263,0,NA,0,NA,0,NA,0,NA,0,1,1,1,0,0,0,0
233,0.386374531,1,1,-0.389626182,0,0.684638871,0,0.933517693,0,NA,0,NA,0,3,1,0,0,0,0,0
234,0.541483857,0,1,-1.729916954,1,-0.603476278,1,-0.767370771,1,-0.39143794,0,0.810139203,0,3,1,1,1,1,0,0
235,0.176661465,0,1,-0.610437486,1,-0.897815579,1,0.066484786,1,0.856168359,1,-0.521669069,1,3,1,1,1,1,1,1
236,-0.075816996,1,1,0.304902089,1,-0.59488721,1,-1.544143399,1,-2.165035104,0,0.066287224,0,3,1,1,1,1,0,0
237,-0.21225606,1,1,-3.07769703,0,-1.04682838,0,-2.18307976,0,-2.049261221,0,-0.344814543,0,2,1,0,0,0,0,0
238,0.365878306,0,1,1.078375189,1,-1.0304588,1,-0.911258571,1,-1.393047266,1,0.002999798,1,2,1,1,1,1,1,1
239,1.42507363,1,1,1.541146728,0,-0.237603609,0,1.60855604,0,NA,0,NA,0,1,1,0,0,0,0,0
240,0.888782622,1,1,0.980611033,1,0.240964321,1,1.776458939,0,NA,0,NA,0,1,1,1,1,0,0,0
241,1.022855802,1,1,-0.482571791,1,0.754505086,1,-1.705698009,1,-0.96539519,1,-0.022052525,1,2,1,1,1,1,1,1
242,-0.286590067,1,1,0.867456936,1,0.271190081,1,1.127466869,1,-1.331097117,1,-1.670642891,0,1,1,1,1,1,1,0
243,-0.658552849,0,1,0.03574392,1,2.206939847,0,NA,0,NA,0,NA,0,1,1,1,1,0,0,0
244,-0.152313571,1,1,-2.220710928,1,-0.797035872,1,-1.008302982,1,1.355309416,0,NA,0,2,1,1,1,1,1,0
245,-0.086279115,1,1,-0.484184412,1,-0.760670745,1,-2.80454759,1,-1.597674915,1,-1.095468826,1,3,1,1,1,1,1,1
246,-1.61389013,0,1,1.237909953,1,-1.22253034,1,0.210961394,1,1.927123527,0,NA,0,3,1,1,1,1,1,0
247,-0.246915137,1,1,1.521936094,1,0.159804933,1,0.514277242,1,1.443943674,1,-0.821026057,1,1,1,1,1,1,1,1
248,0.772928643,1,1,1.33758195,0,NA,0,NA,0,NA,0,NA,0,3,1,1,0,0,0,0
249,-0.805255507,0,1,-0.506227124,1,-0.723695818,1,-1.601903083,1,-0.256987299,1,-1.077156918,1,2,1,1,1,1,1,1
250,-1.388837089,1,1,-1.324712699,1,-1.243501787,0,-2.176240987,0,-0.9603006,0,-1.341103285,0,3,1,1,0,0,0,0
251,-0.302092114,0,1,0.435097353,1,-1.688113941,1,-0.022282562,1,-1.01444255,1,-0.361959328,1,2,1,1,1,1,1,1
252,1.074289517,1,1,0.344269712,1,-0.818309257,1,-1.225123709,1,0.254962103,1,-0.082902577,1,2,1,1,1,1,1,1
253,0.574712508,0,1,-0.547326657,1,-0.056886269,0,0.383184791,0,-0.260788334,0,0.80358985,0,3,1,1,0,0,0,0
254,-0.31742079,0,1,-2.228061995,1,-2.205851334,1,-0.87655354,1,-0.958012416,1,-0.793631624,1,3,1,1,1,1,1,1
255,0.099365954,0,1,-0.662699883,1,-1.149493849,1,-0.540296886,1,-0.396526356,1,2.108372013,0,3,1,1,1,1,1,1
256,-0.511330709,0,1,0.605257452,1,0.587242735,1,-2.039377291,1,-0.966303219,1,-1.22372894,1,1,1,1,1,1,1,1
257,-0.678997219,0,1,0.181018894,1,0.137221264,1,1.207464004,0,NA,0,NA,0,1,1,1,1,0,0,0
258,-0.873924283,0,1,-2.397803985,1,-1.161509826,1,0.012865758,1,0.976152731,0,NA,0,3,1,1,1,1,1,0
259,0.67867758,0,1,0.269131958,0,-1.121210838,0,-0.526690135,0,1.216937338,0,NA,0,3,1,0,0,0,0,0
260,0.257065269,0,1,0.423295906,1,0.378157094,1,0.209586904,1,0.317530956,1,-0.035586811,1,3,1,1,1,1,1,1
261,0.507869485,0,1,-0.159090279,1,0.17966282,1,-0.909102746,1,0.471116904,1,1.003949686,1,1,1,1,1,1,1,1
262,0.513052153,1,1,-0.320597429,1,0.232538379,0,-0.01788135,0,-1.808020801,0,-1.586343372,0,1,1,1,0,0,0,0
263,-0.565071214,0,1,-1.862448696,1,1.040793906,0,NA,0,NA,0,NA,0,2,1,1,1,0,0,0
264,-0.657236337,0,1,1.125984746,1,-1.335768227,1,-1.564264106,1,0.102298314,1,-0.59926242,1,2,1,1,1,1,1,1
265,-0.990542341,0,1,-0.304046836,1,-0.542336007,1,-1.506429681,1,-0.979189186,1,-0.089550145,1,3,1,1,1,1,1,1
266,1.216778514,1,1,-1.936921949,0,-0.72882799,0,0.48481721,0,0.697622323,0,0.08118192,0,3,1,0,0,0,0,0
267,-0.536491843,1,1,-3.28893927,1,-2.346195925,1,-1.230830244,1,-1.740248707,1,-0.816402247,0,3,1,1,1,1,1,0
268,-2.451749044,0,1,-3.29328788,1,-1.988946776,1,-0.891057343,1,-1.098037231,1,-1.545138535,1,3,1,1,1,1,1,1
269,-0.738968805,0,1,-1.058710841,1,-3.093021596,1,0.895976438,1,0.615927947,1,-0.726185816,0,2,1,1,1,1,1,0
270,1.700633002,1,1,-1.153871944,1,0.400240408,1,1.737898608,0,NA,0,NA,0,1,1,1,1,1,0,0
271,-0.038937505,0,1,0.185965882,1,1.487080242,0,NA,0,NA,0,NA,0,3,1,1,1,0,0,0
272,0.369952283,1,1,-0.756282364,1,1.59714015,0,NA,0,NA,0,NA,0,2,1,1,1,0,0,0
273,-0.794074934,1,1,-0.30901378,1,-0.130108832,1,0.177498608,1,-1.318420764,1,-2.20522614,1,3,1,1,1,1,1,1
274,-0.178101138,1,1,-1.306615707,1,-1.774750835,1,-2.762868899,1,-2.097372547,1,-1.318244137,0,3,1,1,1,1,1,0
275,-1.798555293,0,1,-1.299939518,1,1.448536457,0,NA,0,NA,0,NA,0,1,1,1,0,0,0,0
276,-0.747227573,1,1,-1.430017225,1,-2.067130246,1,-2.189444492,1,-2.111860775,0,-2.8557806,0,2,1,1,1,1,0,0
277,0.361247177,1,1,-0.777339768,1,-1.213847621,1,-0.147651901,1,-0.459316854,1,0.467817305,1,1,1,1,1,1,1,1
278,-2.306688121,0,1,1.20760712,1,-2.244110135,1,0.270662932,1,-0.990743715,1,-2.328735789,1,3,1,1,1,1,1,1
279,-0.124067806,0,1,-0.057208849,1,-0.377297059,1,-2.896235779,0,0.576428739,0,1.2501273,0,2,1,1,1,0,0,0
280,-1.057584178,1,1,0.644347677,1,0.970876615,1,0.014147947,1,-1.232497299,1,-2.182763464,1,3,1,1,1,1,1,1
281,-1.982257347,0,1,-0.508975805,1,0.429806666,1,-1.349493682,1,-1.519298122,1,-2.107468255,1,3,1,1,1,1,1,1
282,0.090923218,0,1,0.718678584,1,1.504838268,0,NA,0,NA,0,NA,0,3,1,1,1,0,0,0
283,-0.913834097,1,1,-0.11738957,1,-2.9893505,1,-1.331813042,1,-0.857405964,1,-0.41102504,1,2,1,1,1,1,1,1
284,-0.819246699,0,1,-0.730704018,1,0.558366379,1,-0.518189962,0,-1.831092864,0,-1.061063434,0,2,1,1,1,0,0,0
285,-0.021348399,1,1,-0.06298108,1,1.058409611,0,NA,0,NA,0,NA,0,3,1,1,1,0,0,0
286,-0.080490294,0,1,-0.330610369,1,0.183804118,1,-0.728424609,1,0.855561894,0,NA,0,3,1,1,1,1,1,0
287,2.725447178,1,1,0.010746286,1,0.599608608,1,1.63644786,0,NA,0,NA,0,1,1,1,1,1,0,0
288,2.265725049,1,1,0.158362657,1,0.710516337,1,-0.185943186,1,0.384542074,1,0.836396744,0,2,1,1,1,1,1,0
289,1.735106557,1,1,-0.237846298,1,1.365045777,0,2.381933401,0,NA,0,NA,0,3,1,1,0,0,0,0
290,-0.529066389,1,1,0.166785063,1,-1.11703529,1,0.195107762,1,0.567436435,1,-0.965062741,1,2,1,1,1,1,1,1
291,-0.052204475,0,1,-1.59675173,1,-1.727300239,1,-0.003295631,1,0.169551035,1,0.332220199,1,3,1,1,1,1,1,1
292,-0.106438699,0,1,0.072099617,1,1.161221403,1,-0.348547893,1,0.063374824,1,-0.727695761,1,2,1,1,1,1,1,1
293,2.021772343,1,1,-1.054427932,1,-1.480189867,1,0.508179069,1,-1.133560547,0,-0.813971463,0,2,1,1,1,1,0,0
294,-0.574748263,1,1,-0.386071657,1,-2.614667043,1,-0.600218394,1,-0.965318844,1,-0.265896763,1,2,1,1,1,1,1,1
295,-0.75836955,1,1,-2.494951535,1,-0.236100189,1,0.997624065,1,1.091864687,1,0.021547149,1,2,1,1,1,1,1,1
296,0.703087104,1,1,-2.109194958,0,-1.995195001,0,0.451441341,0,-0.765488746,0,-1.553048337,0,3,1,0,0,0,0,0
297,-0.85096236,1,1,-2.098727184,1,-0.055837965,1,-0.984105871,1,-1.465736705,1,-1.04497169,1,3,1,1,1,1,1,1
298,0.412128321,1,1,-0.340923005,1,-0.896194699,1,-1.414228564,0,-1.322074118,0,-0.671391622,0,3,1,1,1,0,0,0
299,0.79029993,1,1,-0.773894603,1,-1.573097463,1,0.2260679,1,-1.297980649,1,-2.097699894,1,1,1,1,1,1,1,1
300,-0.138506806,1,1,-1.325427711,1,-0.342617239,1,0.570461017,1,-0.396977496,1,-0.706598479,1,3,1,1,1,1,1,1
301,1.249427693,1,1,-0.484999117,1,0.075587107,0,0.027807725,0,-0.037127754,0,-0.122020048,0,2,1,1,0,0,0,0
302,-0.316120055,1,1,-0.05558188,1,0.512500392,1,-1.244018792,1,-1.646977687,1,-1.297758738,1,3,1,1,1,1,1,1
303,-1.636935011,0,1,0.108604822,1,0.445142047,1,1.623997096,0,NA,0,NA,0,2,1,1,1,0,0,0
304,0.193451397,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,3,1,0,0,0,0,0
305,0.605397751,1,1,-0.063249225,1,-1.310148484,1,-0.991899042,1,0.73884177,1,0.69554669,1,2,1,1,1,1,1,1
306,-0.474978615,1,1,-1.313662534,1,0.313889092,1,0.557156426,1,-1.319021284,1,-0.441886221,1,3,1,1,1,1,1,1
307,0.484735932,1,1,-0.62181798,1,-3.4810168,0,0.131820256,0,0.346077179,0,0.155104572,0,2,1,1,0,0,0,0
308,2.207641008,1,1,-0.59671502,1,0.328418149,1,1.763998979,0,NA,0,NA,0,2,1,1,1,1,0,0
309,-1.955271175,0,1,-2.538429075,1,-1.228190118,1,-1.610236927,1,-2.857863302,0,-1.629562539,0,3,1,1,1,1,0,0
310,-0.845354251,0,1,-1.267464296,1,-0.348363921,1,-1.89918841,1,-1.494499892,1,-2.419141141,1,3,1,1,1,1,1,1
311,0.425210629,1,1,0.344360148,1,-0.749848045,1,0.113732309,1,-1.247332697,1,0.750715182,0,3,1,1,1,1,1,1
312,-1.14902099,0,1,-1.788548074,1,0.13240113,1,-2.034735349,1,-0.094792549,1,0.185742751,1,3,1,1,1,1,1,1
313,1.627774926,1,1,-0.711854889,1,0.053590324,1,1.455889831,0,NA,0,NA,0,3,1,1,1,1,0,0
314,-0.21555403,1,1,0.162959417,1,-0.467568659,1,0.208275246,1,-1.021162443,1,-1.126720852,1,1,1,1,1,1,1,1
315,-0.194365369,1,1,-0.383357266,1,-1.314961267,1,0.494801386,1,-0.584270831,1,-0.285936941,1,3,1,1,1,1,1,1
316,-1.94671286,0,1,-0.896473769,0,-0.559094762,0,-1.480296507,0,-0.837196225,0,-2.445495615,0,2,1,0,0,0,0,0
317,-0.651427008,0,1,1.293977447,0,NA,0,NA,0,NA,0,NA,0,2,1,1,0,0,0,0
318,-0.222711932,1,1,-0.788632231,1,0.723068225,1,-0.974974453,1,0.309942002,1,-0.691544146,1,3,1,1,1,1,1,1
319,-0.570242272,1,1,-1.762284888,1,-2.814042786,1,-2.364908612,1,-0.425095005,1,-1.922204455,1,1,1,1,1,1,1,1
320,1.232212168,1,1,-1.258802097,1,0.072384515,1,-2.037233425,1,-0.593286526,1,0.31262148,0,2,1,1,1,1,1,0
321,-0.668906249,1,1,-2.173979008,1,-1.026966522,1,-3.27424372,1,-1.460363267,0,-0.585521493,0,3,1,1,1,1,0,0
322,0.744372237,1,1,-0.934526202,1,0.94105498,0,NA,0,NA,0,NA,0,1,1,1,1,0,0,0
323,-0.442763619,1,1,-0.29869903,1,-0.710133262,1,-1.943858123,1,-1.523617475,1,-1.37181732,1,1,1,1,1,1,1,1
324,1.116484314,1,1,1.206224704,0,NA,0,NA,0,NA,0,NA,0,3,1,1,0,0,0,0
325,-1.88283188,0,1,-1.548537955,1,-0.368883104,1,0.302018391,1,-2.53807017,1,-1.466242876,1,1,1,1,1,1,1,1
326,0.254828907,1,1,-0.892330083,1,1.678261363,1,-0.50794528,0,-0.396113165,0,-0.148426175,0,1,1,1,1,0,0,0
327,-1.272624254,0,1,-1.328349308,1,-2.679589363,1,-1.657389081,1,-1.172648611,1,-1.086686668,1,2,1,1,1,1,1,1
328,-0.155170724,0,1,-0.050178772,1,0.220562274,1,-1.317280611,1,-0.941140018,1,-1.765653324,1,3,1,1,1,1,1,1
329,1.580706579,1,1,-1.129883841,1,-0.887386585,1,0.691077842,1,0.748630632,1,-0.076690777,1,2,1,1,1,1,1,1
330,2.176890071,1,1,0.618937596,1,2.941342854,0,NA,0,NA,0,NA,0,1,1,1,1,0,0,0
331,-0.535679371,1,1,-0.96712269,1,-0.302861655,1,0.742530272,1,-1.163306668,1,-0.527250965,1,1,1,1,1,1,1,1
332,0.914115881,1,1,0.881457482,1,-0.791950181,1,-0.41050533,0,-1.798544157,0,0.347108694,0,1,1,1,1,0,0,0
333,-0.283916662,0,1,-0.377123863,1,-0.15145898,1,-1.977368113,1,-0.485256365,1,-1.334234554,1,2,1,1,1,1,1,1
334,1.102693569,1,1,-0.840880263,1,-0.863458915,1,-0.654261747,1,-0.442091528,1,1.126403686,1,3,1,1,1,1,1,1
335,-1.513217855,0,1,-0.846147663,1,-2.568918728,1,-1.573549729,1,-2.717608277,1,-2.067187253,1,1,1,1,1,1,1,1
336,-0.381654068,1,1,-0.410484103,0,-0.627638136,0,-1.239624202,0,-2.10843022,0,-1.468938306,0,1,1,0,0,0,0,0
337,-2.093937839,1,1,-1.801748151,1,-3.196323497,1,-3.018269559,1,-4.127564993,1,-1.470379775,1,1,1,1,1,1,1,1
338,-0.388735717,0,1,-0.8397828,1,-1.917829094,1,-1.18033414,1,-0.295958086,1,0.206740776,1,3,1,1,1,1,1,1
339,-0.589168117,0,1,-0.173582759,1,0.12315025,1,-0.498891519,0,-0.988641987,0,-1.937053553,0,1,1,1,1,0,0,0
340,0.069443036,1,1,-1.223637579,1,-0.233217061,0,-0.372797241,0,-0.88256447,0,-1.491421244,0,3,1,1,0,0,0,0
341,1.935599337,1,1,1.716969245,0,NA,0,NA,0,NA,0,NA,0,1,1,1,0,0,0,0
342,-0.148450237,1,1,1.225564374,1,-0.641163347,0,-0.997300651,0,-0.825233566,0,-0.233268479,0,3,1,1,0,0,0,0
343,-0.470401692,0,1,-0.071066313,1,-0.140983045,1,-0.31080895,1,0.374783308,1,0.373083335,1,2,1,1,1,1,1,1
344,0.565302638,0,1,1.226996788,0,-0.464409562,0,0.759261735,0,0.50419792,0,0.317981454,0,3,1,0,0,0,0,0
345,-0.5354955,1,1,-0.007237351,1,-0.942244197,1,-0.509872293,0,-0.934443386,0,-0.012571437,0,2,1,1,1,0,0,0
346,-0.740957573,1,1,-0.622792343,0,0.318780714,0,-1.494317058,0,-1.288116983,0,-1.065859978,0,3,1,0,0,0,0,0
347,0.179846827,1,1,-0.881589129,0,-0.245481499,0,-0.025524792,0,-1.799479023,0,-1.073793455,0,1,1,0,0,0,0,0
348,1.742713553,0,1,1.769130966,1,0.104799795,1,1.714675857,0,NA,0,NA,0,2,1,1,1,1,0,0
349,0.139064091,0,1,-0.082404897,1,-0.98259348,1,1.464777209,0,NA,0,NA,0,3,1,1,1,1,0,0
350,0.010077903,1,1,-2.059950368,1,-0.906806942,1,-0.407236858,1,-0.355622669,1,0.449283151,1,1,1,1,1,1,1,1
351,1.424727896,1,1,0.408591995,1,0.540514147,1,1.174391604,1,1.358255712,1,2.284518788,0,1,1,1,1,1,1,1
352,-0.549590393,1,1,-2.39745759,1,-0.19397638,1,-2.046316817,1,0.376332904,1,-0.915177282,1,1,1,1,1,1,1,1
353,1.175874476,1,1,-1.867572857,1,-1.920012068,1,-0.986163685,1,-0.715890566,1,-0.878026744,1,1,1,1,1,1,1,1
354,0.537772177,1,1,-0.195714545,1,0.956741221,1,-0.820989544,1,0.461407869,0,-2.424612174,0,3,1,1,1,1,0,0
355,-0.879132021,0,1,1.046038983,1,-0.562006908,1,-0.141628364,1,-0.433625886,1,0.229665894,1,1,1,1,1,1,1,1
356,0.3507368,0,1,0.226871135,1,0.104485239,1,-0.294329323,1,0.490944571,1,2.229540869,0,3,1,1,1,1,1,1
357,0.400198174,0,1,1.307064267,1,0.08044069,1,-0.002869722,0,0.229741397,0,-1.088990402,0,1,1,1,1,0,0,0
358,2.205461275,1,1,0.778591231,1,0.319418361,1,0.234025794,1,0.392809849,1,0.194824701,1,2,1,1,1,1,1,1
359,-0.366225625,1,1,-0.668129872,1,-2.034205748,1,-1.97588753,1,-2.135246751,1,-1.005619034,1,2,1,1,1,1,1,1
360,0.38171974,1,1,1.681029371,0,NA,0,NA,0,NA,0,NA,0,3,1,1,0,0,0,0
361,-1.979368603,0,1,-1.607662145,1,-3.963258687,1,-1.009403911,1,-2.002600586,1,-1.680298635,1,3,1,1,1,1,1,1
362,-0.061499628,1,1,-2.653342552,1,0.70879624,1,-0.771335777,1,-2.133566844,1,-1.670513066,1,3,1,1,1,1,1,1
363,0.857018385,1,1,0.312469129,1,-1.275024748,1,0.540479619,1,1.000414997,1,-0.041787797,1,1,1,1,1,1,1,1
364,-0.958197928,0,1,1.121979688,1,0.979989611,1,-1.545666559,1,-2.158233901,1,-1.613912822,1,3,1,1,1,1,1,1
365,0.358423949,1,1,0.100920386,1,-1.114271764,1,-1.335313213,1,-1.060778019,1,-0.842925026,1,1,1,1,1,1,1,1
366,0.894724322,1,1,-1.214731755,0,-0.794153416,0,0.130574881,0,1.089141301,0,2.312460046,0,2,1,0,0,0,0,0
367,1.273723105,1,1,-0.478319229,1,-0.236729602,0,0.70703879,0,-0.522150914,0,0.354870588,0,1,1,1,0,0,0,0
368,-1.146115333,1,1,-2.690564011,1,-0.269200241,0,-0.641985663,0,-0.492288662,0,-1.101087171,0,2,1,1,0,0,0,0
369,-1.167668349,0,1,2.924150703,0,NA,0,NA,0,NA,0,NA,0,3,1,1,0,0,0,0
370,-0.819832499,0,1,0.25375856,0,-2.72807531,0,-1.908480509,0,0.382135466,0,-0.891266906,0,3,1,0,0,0,0,0
371,-0.72997217,1,1,-0.825572452,0,-0.1695503,0,-0.441459282,0,-1.486440029,0,-2.099786602,0,1,1,0,0,0,0,0
372,-0.187732446,1,1,-0.406871095,1,0.010937297,1,0.866839297,1,0.265141344,1,-0.5486342,1,1,1,1,1,1,1,1
373,0.754497623,1,1,-0.201475267,1,-0.433188825,1,0.725482064,1,-0.62391752,1,-1.42232125,1,1,1,1,1,1,1,1
374,0.148802557,1,1,-0.567408941,1,0.0523737,1,-1.881259059,1,-2.325791503,0,0.457796555,0,3,1,1,1,1,0,0
375,0.718580399,1,1,-1.651253936,0,0.924230702,0,0.19414013,0,0.71527756,0,0.81824774,0,3,1,0,0,0,0,0
376,-0.236830854,1,1,0.260852224,1,-1.356870848,1,-2.347533531,1,-2.592378434,1,0.971055529,1,3,1,1,1,1,1,1
377,1.550669141,1,1,1.268539941,0,NA,0,NA,0,NA,0,NA,0,2,1,1,0,0,0,0
378,0.075306309,0,1,-1.514560727,1,0.362435479,1,1.270842128,0,NA,0,NA,0,2,1,1,1,1,0,0
379,0.094635326,1,1,-0.651222641,1,-0.107679639,1,-1.272100164,1,-0.674701988,1,0.892116014,0,3,1,1,1,1,1,1
380,1.699834975,1,1,-1.713149944,1,-1.361817015,1,0.177163389,0,1.259696512,0,-0.554411254,0,2,1,1,1,0,0,0
381,0.687935143,1,1,-1.264177356,1,0.835700012,0,0.258916686,0,-0.435134346,0,-1.306586919,0,3,1,1,0,0,0,0
382,2.739385716,1,1,1.261409636,0,NA,0,NA,0,NA,0,NA,0,2,1,1,0,0,0,0
383,0.590492435,0,1,0.031594297,1,-0.177465526,1,1.077356259,0,NA,0,NA,0,3,1,1,1,1,0,0
384,-1.051815592,1,1,-1.202146965,1,-0.636885733,1,-1.667337143,1,-2.008720038,1,-1.832423892,1,1,1,1,1,1,1,1
385,-0.875069169,1,1,0.595225827,1,0.266517534,1,-2.211519579,1,-1.257448091,1,-2.564338041,1,3,1,1,1,1,1,1
386,-1.761304389,0,1,1.518472831,0,NA,0,NA,0,NA,0,NA,0,3,1,1,0,0,0,0
387,-0.286308587,0,1,0.503136647,1,1.164586543,0,NA,0,NA,0,NA,0,2,1,1,1,0,0,0
388,-0.94546824,0,1,-2.516537339,1,-0.526058272,1,-2.03939855,1,-1.1260581,1,-0.662529625,1,1,1,1,1,1,1,1
389,0.536341759,1,1,-2.928802544,1,-1.841788643,1,-0.440710112,1,0.333679098,1,1.104149758,1,3,1,1,1,1,1,1
390,-2.715987802,0,1,-1.37582654,1,-1.33419735,1,-1.686192765,1,-2.440938698,1,-1.558086235,1,3,1,1,1,1,1,1
391,-0.914041981,0,1,0.430873234,1,-0.733668367,1,0.254847368,1,0.544930015,1,1.357749806,0,1,1,1,1,1,1,1
392,-1.169893773,0,1,0.91725645,0,-0.903051123,0,1.420147663,0,NA,0,NA,0,1,1,0,0,0,0,0
393,1.060864473,1,1,-1.434413171,1,-0.569385167,1,-1.191315572,1,-0.325088125,1,-0.51103911,1,3,1,1,1,1,1,1
394,2.066880381,1,1,-0.032969595,1,-0.424287472,1,1.511283242,0,NA,0,NA,0,3,1,1,1,0,0,0
395,0.713080418,0,1,-0.749352804,1,0.998232649,1,-1.224682495,1,-0.265110131,1,0.373767722,1,2,1,1,1,1,1,1
396,-0.147631908,1,1,-0.394893406,1,-0.199182559,1,-0.871795485,1,-0.297458239,1,-1.882566303,0,2,1,1,1,1,1,0
397,-0.933696207,0,1,0.17600365,1,-0.592126815,1,-1.008975235,1,-0.165779756,1,-1.491892655,1,2,1,1,1,1,1,1
398,-0.885645735,0,1,-0.903710505,0,-2.393815425,0,-1.822265033,0,-2.008241246,0,-1.332543229,0,1,1,0,0,0,0,0
399,1.157608649,1,1,0.832973861,1,1.868256667,0,NA,0,NA,0,NA,0,1,1,1,0,0,0,0
400,1.402979389,1,1,-2.332731036,1,-0.107923031,1,-1.090678769,1,-0.268893104,1,-1.702231417,1,1,1,1,1,1,1,1
401,1.322014059,1,1,-0.911357013,1,0.217170388,1,1.541047097,0,NA,0,NA,0,1,1,1,1,1,0,0
402,-0.436398917,1,1,-0.439974429,1,-1.265850112,1,-1.504623704,1,-0.881707968,1,-0.297370921,1,1,1,1,1,1,1,1
403,1.130697119,0,1,0.413965164,1,-0.102969913,1,1.527092064,1,-0.012324932,1,-1.121848881,1,1,1,1,1,1,1,1
404,-0.126674767,1,1,0.256949385,1,-0.620529444,1,-0.593681308,1,0.501568866,0,-0.875508059,0,1,1,1,1,1,0,0
405,-0.589212731,0,1,-1.868211421,1,-0.370128523,1,0.125201592,0,-0.478718318,0,-0.036625925,0,3,1,1,1,0,0,0
406,4.205916084,1,1,1.633330842,1,2.225317251,0,NA,0,NA,0,NA,0,3,1,1,1,0,0,0
407,0.059464769,0,1,1.673069217,1,0.313226219,1,2.194778668,0,NA,0,NA,0,2,1,1,1,1,0,0
408,-0.737870903,0,1,-1.666300495,1,-2.861353418,1,-0.634289649,1,-0.082864777,1,-0.522795763,1,1,1,1,1,1,1,1
409,-0.314993874,1,1,1.020408822,1,-1.029560356,1,-1.478490371,1,-1.619885566,1,-1.584937042,1,1,1,1,1,1,1,1
410,-0.275171034,1,1,-0.497042119,1,-1.812231822,1,-1.260349598,1,-0.116055028,1,-0.336994781,1,3,1,1,1,1,1,1
411,0.924174427,0,1,0.039126291,1,-1.749400504,1,-2.208068073,1,1.707338009,0,NA,0,3,1,1,1,1,1,0
412,0.775127726,1,1,-0.511512025,1,-0.247268929,1,-0.764082415,1,1.275325245,1,-0.056219664,0,3,1,1,1,1,1,0
413,0.426854159,1,1,-1.729128396,1,-1.500480725,1,-0.863564731,1,1.212126625,1,1.847832565,0,1,1,1,1,1,1,1
